* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Dated: Jan 12, 2025 9:03:18 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Measurement: Left Ear
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
163.330078, 82.066
163.696289, 82.061
164.062500, 82.056
164.428711, 82.051
164.794922, 82.045
165.161133, 82.040
165.527344, 82.035
165.893555, 82.030
166.259766, 82.025
166.625977, 82.020
166.992188, 82.015
167.358398, 82.009
167.724609, 82.004
168.090820, 81.999
168.457031, 81.994
168.823242, 81.989
169.189453, 81.984
169.555664, 81.979
169.921875, 81.974
170.288086, 81.969
170.654297, 81.964
171.020508, 81.959
171.386719, 81.954
171.752930, 81.949
172.119141, 81.944
172.485352, 81.939
172.851562, 81.934
173.217773, 81.928
173.583984, 81.923
173.950195, 81.918
174.316406, 81.913
174.682617, 81.908
175.048828, 81.903
175.415039, 81.897
175.781250, 81.892
176.147461, 81.887
176.513672, 81.882
176.879883, 81.877
177.246094, 81.872
177.612305, 81.867
177.978516, 81.862
178.344727, 81.856
178.710938, 81.851
179.077148, 81.846
179.443359, 81.841
179.809570, 81.836
180.175781, 81.831
180.541992, 81.826
180.908203, 81.821
181.274414, 81.816
181.640625, 81.810
182.006836, 81.805
182.373047, 81.800
182.739258, 81.795
183.105469, 81.789
183.471680, 81.784
183.837891, 81.779
184.204102, 81.773
184.570312, 81.768
184.936523, 81.763
185.302734, 81.757
185.668945, 81.752
186.035156, 81.747
186.401367, 81.741
186.767578, 81.736
187.133789, 81.731
187.500000, 81.726
187.866211, 81.720
188.232422, 81.715
188.598633, 81.710
188.964844, 81.706
189.331055, 81.701
189.697266, 81.696
190.063477, 81.691
190.429688, 81.687
190.795898, 81.682
191.162109, 81.678
191.528320, 81.673
191.894531, 81.669
192.260742, 81.665
192.626953, 81.660
192.993164, 81.656
193.359375, 81.652
193.725586, 81.648
194.091797, 81.644
194.458008, 81.640
194.824219, 81.637
195.190430, 81.633
195.556641, 81.629
195.922852, 81.625
196.289062, 81.622
196.655273, 81.618
197.021484, 81.614
197.387695, 81.611
197.753906, 81.607
198.120117, 81.604
198.486328, 81.600
198.852539, 81.597
199.218750, 81.593
199.584961, 81.590
199.951172, 81.586
200.317383, 81.583
200.683594, 81.579
201.049805, 81.576
201.416016, 81.573
201.782227, 81.569
202.148438, 81.566
202.514648, 81.563
202.880859, 81.559
203.247070, 81.556
203.613281, 81.552
203.979492, 81.549
204.345703, 81.546
204.711914, 81.542
205.078125, 81.539
205.444336, 81.535
205.810547, 81.532
206.176758, 81.529
206.542969, 81.525
206.909180, 81.522
207.275391, 81.519
207.641602, 81.515
208.007812, 81.512
208.374023, 81.508
208.740234, 81.505
209.106445, 81.502
209.472656, 81.498
209.838867, 81.495
210.205078, 81.491
210.571289, 81.488
210.937500, 81.485
211.303711, 81.481
211.669922, 81.478
212.036133, 81.475
212.402344, 81.471
212.768555, 81.468
213.134766, 81.464
213.500977, 81.461
213.867188, 81.457
214.233398, 81.454
214.599609, 81.451
214.965820, 81.447
215.332031, 81.444
215.698242, 81.440
216.064453, 81.437
216.430664, 81.433
216.796875, 81.430
217.163086, 81.427
217.529297, 81.423
217.895508, 81.420
218.261719, 81.417
218.627930, 81.413
218.994141, 81.410
219.360352, 81.407
219.726562, 81.403
220.092773, 81.400
220.458984, 81.397
220.825195, 81.394
221.191406, 81.390
221.557617, 81.387
221.923828, 81.384
222.290039, 81.381
222.656250, 81.377
223.022461, 81.374
223.388672, 81.371
223.754883, 81.367
224.121094, 81.364
224.487305, 81.361
224.853516, 81.358
225.219727, 81.354
225.585938, 81.351
225.952148, 81.348
226.318359, 81.344
226.684570, 81.341
227.050781, 81.338
227.416992, 81.334
227.783203, 81.331
228.149414, 81.328
228.515625, 81.324
228.881836, 81.321
229.248047, 81.317
229.614258, 81.314
229.980469, 81.311
230.346680, 81.307
230.712891, 81.304
231.079102, 81.300
231.445312, 81.297
231.811523, 81.294
232.177734, 81.290
232.543945, 81.287
232.910156, 81.284
233.276367, 81.280
233.642578, 81.277
234.008789, 81.274
234.375000, 81.270
234.741211, 81.267
235.107422, 81.264
235.473633, 81.261
235.839844, 81.257
236.206055, 81.254
236.572266, 81.251
236.938477, 81.248
237.304688, 81.244
237.670898, 81.241
238.037109, 81.238
238.403320, 81.235
238.769531, 81.232
239.135742, 81.228
239.501953, 81.225
239.868164, 81.222
240.234375, 81.219
240.600586, 81.215
240.966797, 81.212
241.333008, 81.209
241.699219, 81.206
242.065430, 81.202
242.431641, 81.199
242.797852, 81.196
243.164062, 81.192
243.530273, 81.189
243.896484, 81.186
244.262695, 81.182
244.628906, 81.179
244.995117, 81.176
245.361328, 81.173
245.727539, 81.169
246.093750, 81.166
246.459961, 81.163
246.826172, 81.159
247.192383, 81.156
247.558594, 81.153
247.924805, 81.150
248.291016, 81.147
248.657227, 81.143
249.023438, 81.140
249.389648, 81.137
249.755859, 81.134
250.122070, 81.131
250.488281, 81.128
250.854492, 81.125
251.220703, 81.121
251.586914, 81.118
251.953125, 81.115
252.319336, 81.112
252.685547, 81.109
253.051758, 81.106
253.417969, 81.103
253.784180, 81.101
254.150391, 81.098
254.516602, 81.095
254.882812, 81.092
255.249023, 81.089
255.615234, 81.086
255.981445, 81.083
256.347656, 81.080
256.713867, 81.078
257.080078, 81.075
257.446289, 81.072
257.812500, 81.069
258.178711, 81.067
258.544922, 81.064
258.911133, 81.061
259.277344, 81.059
259.643555, 81.056
260.009766, 81.053
260.375977, 81.051
260.742188, 81.048
261.108398, 81.045
261.474609, 81.043
261.840820, 81.040
262.207031, 81.037
262.573242, 81.035
262.939453, 81.032
263.305664, 81.030
263.671875, 81.027
264.038086, 81.025
264.404297, 81.022
264.770508, 81.020
265.136719, 81.017
265.502930, 81.014
265.869141, 81.012
266.235352, 81.009
266.601562, 81.007
266.967773, 81.004
267.333984, 81.002
267.700195, 80.999
268.066406, 80.997
268.432617, 80.994
268.798828, 80.992
269.165039, 80.989
269.531250, 80.987
269.897461, 80.984
270.263672, 80.982
270.629883, 80.979
270.996094, 80.977
271.362305, 80.974
271.728516, 80.972
272.094727, 80.970
272.460938, 80.967
272.827148, 80.965
273.193359, 80.962
273.559570, 80.960
273.925781, 80.958
