* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Left 1, Left 2, Left 3, Left 4, Left 5, Left 6, Left 7, Left 8, Left 9, Left 10, Left 11, Left 12, Left 13, Left 14, Left 15, Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26
* Dated: Jan 12, 2025 8:27:52 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Left 1, Left 2, Left 3, Left 4, Left 5, Left 6, Left 7, Left 8, Left 9, Left 10, Left 11, Left 12, Left 13, Left 14, Left 15, Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26
* Measurement: Left Ear 25 seats
* Smoothing: 1/12 octave
* Frequency Step: 0.33645633 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
200.191516, 95.425
200.527972, 95.419
200.864428, 95.414
201.200885, 95.409
201.537341, 95.404
201.873797, 95.399
202.210254, 95.394
202.546710, 95.388
202.883166, 95.383
203.219623, 95.378
203.556079, 95.373
203.892535, 95.368
204.228992, 95.362
204.565448, 95.357
204.901904, 95.352
205.238361, 95.347
205.574817, 95.341
205.911273, 95.336
206.247730, 95.331
206.584186, 95.326
206.920642, 95.320
207.257099, 95.315
207.593555, 95.310
207.930011, 95.305
208.266468, 95.299
208.602924, 95.294
208.939380, 95.289
209.275837, 95.284
209.612293, 95.278
209.948749, 95.273
210.285206, 95.268
210.621662, 95.262
210.958118, 95.257
211.294575, 95.252
211.631031, 95.246
211.967487, 95.241
212.303944, 95.236
212.640400, 95.230
212.976856, 95.225
213.313313, 95.220
213.649769, 95.214
213.986225, 95.209
214.322681, 95.204
214.659138, 95.198
214.995594, 95.193
215.332050, 95.188
215.668507, 95.182
216.004963, 95.177
216.341419, 95.172
216.677876, 95.166
217.014332, 95.161
217.350788, 95.156
217.687245, 95.150
218.023701, 95.145
218.360157, 95.139
218.696614, 95.134
219.033070, 95.129
219.369526, 95.123
219.705983, 95.118
220.042439, 95.112
220.378895, 95.107
220.715352, 95.101
221.051808, 95.096
221.388264, 95.091
221.724721, 95.085
222.061177, 95.080
222.397633, 95.074
222.734090, 95.069
223.070546, 95.063
223.407002, 95.058
223.743459, 95.052
224.079915, 95.046
224.416371, 95.041
224.752828, 95.035
225.089284, 95.030
225.425740, 95.024
225.762197, 95.019
226.098653, 95.013
226.435109, 95.008
226.771566, 95.002
227.108022, 94.997
227.444478, 94.991
227.780935, 94.986
228.117391, 94.980
228.453847, 94.975
228.790304, 94.969
229.126760, 94.964
229.463216, 94.958
229.799673, 94.953
230.136129, 94.947
230.472585, 94.942
230.809042, 94.936
231.145498, 94.931
231.481954, 94.926
231.818411, 94.920
232.154867, 94.915
232.491323, 94.909
232.827780, 94.904
233.164236, 94.899
233.500692, 94.893
233.837149, 94.888
234.173605, 94.883
234.510061, 94.877
234.846518, 94.872
235.182974, 94.867
235.519430, 94.861
235.855887, 94.856
236.192343, 94.851
236.528799, 94.845
236.865256, 94.840
237.201712, 94.835
237.538168, 94.829
237.874624, 94.824
238.211081, 94.819
238.547537, 94.813
238.883993, 94.808
239.220450, 94.803
239.556906, 94.797
239.893362, 94.792
240.229819, 94.787
240.566275, 94.781
240.902731, 94.776
241.239188, 94.771
241.575644, 94.765
241.912100, 94.760
242.248557, 94.754
242.585013, 94.749
242.921469, 94.744
243.257926, 94.738
243.594382, 94.733
243.930838, 94.728
244.267295, 94.722
244.603751, 94.717
244.940207, 94.712
245.276664, 94.706
245.613120, 94.701
245.949576, 94.696
246.286033, 94.690
246.622489, 94.685
246.958945, 94.680
247.295402, 94.674
247.631858, 94.669
247.968314, 94.664
248.304771, 94.659
248.641227, 94.653
248.977683, 94.648
249.314140, 94.643
249.650596, 94.637
249.987052, 94.632
250.323509, 94.627
250.659965, 94.621
250.996421, 94.616
251.332878, 94.611
251.669334, 94.606
252.005790, 94.600
252.342247, 94.595
252.678703, 94.590
253.015159, 94.584
253.351616, 94.579
253.688072, 94.574
254.024528, 94.569
254.360985, 94.563
254.697441, 94.558
255.033897, 94.553
255.370354, 94.548
255.706810, 94.542
256.043266, 94.537
256.379723, 94.532
256.716179, 94.526
257.052635, 94.521
257.389092, 94.516
257.725548, 94.511
258.062004, 94.505
258.398461, 94.500
258.734917, 94.495
259.071373, 94.490
259.407830, 94.484
259.744286, 94.479
260.080742, 94.474
260.417199, 94.468
260.753655, 94.463
261.090111, 94.458
261.426567, 94.453
261.763024, 94.447
262.099480, 94.442
262.435936, 94.437
262.772393, 94.432
263.108849, 94.426
263.445305, 94.421
263.781762, 94.416
264.118218, 94.410
264.454674, 94.405
264.791131, 94.400
265.127587, 94.395
265.464043, 94.389
265.800500, 94.384
266.136956, 94.379
266.473412, 94.374
266.809869, 94.368
267.146325, 94.363
267.482781, 94.358
267.819238, 94.352
268.155694, 94.347
268.492150, 94.342
268.828607, 94.337
269.165063, 94.332
269.501519, 94.326
269.837976, 94.321
270.174432, 94.316
270.510888, 94.311
270.847345, 94.305
271.183801, 94.300
271.520257, 94.295
271.856714, 94.290
272.193170, 94.285
272.529626, 94.280
272.866083, 94.274
273.202539, 94.269
273.538995, 94.264
273.875452, 94.259
274.211908, 94.254
274.548364, 94.249
274.884821, 94.244
275.221277, 94.238
275.557733, 94.233
275.894190, 94.228
276.230646, 94.223
276.567102, 94.218
276.903559, 94.213
277.240015, 94.208
277.576471, 94.203
277.912928, 94.198
278.249384, 94.193
278.585840, 94.188
278.922297, 94.183
279.258753, 94.177
279.595209, 94.172
279.931666, 94.167
280.268122, 94.162
280.604578, 94.157
280.941035, 94.152
281.277491, 94.147
281.613947, 94.142
281.950404, 94.137
282.286860, 94.132
282.623316, 94.127
282.959773, 94.122
283.296229, 94.117
283.632685, 94.112
283.969142, 94.107
284.305598, 94.102
284.642054, 94.097
284.978510, 94.092
285.314967, 94.087
285.651423, 94.082
285.987879, 94.077
286.324336, 94.072
286.660792, 94.067
286.997248, 94.062
287.333705, 94.057
287.670161, 94.052
288.006617, 94.047
288.343074, 94.042
288.679530, 94.037
289.015986, 94.032
289.352443, 94.027
289.688899, 94.022
290.025355, 94.017
290.361812, 94.012
290.698268, 94.006
291.034724, 94.001
291.371181, 93.996
291.707637, 93.991
292.044093, 93.986
292.380550, 93.981
292.717006, 93.976
293.053462, 93.971
293.389919, 93.966
293.726375, 93.962
294.062831, 93.957
294.399288, 93.952
294.735744, 93.947
295.072200, 93.942
295.408657, 93.937
295.745113, 93.932
296.081569, 93.927
296.418026, 93.922
296.754482, 93.917
297.090938, 93.912
297.427395, 93.907
297.763851, 93.902
298.100307, 93.898
298.436764, 93.893
298.773220, 93.888
299.109676, 93.883
299.446133, 93.878
299.782589, 93.873
300.119045, 93.869
300.455502, 93.864
300.791958, 93.859
301.128414, 93.854
301.464871, 93.849
301.801327, 93.844
302.137783, 93.840
302.474240, 93.835
302.810696, 93.830
303.147152, 93.825
303.483609, 93.821
303.820065, 93.816
304.156521, 93.811
304.492978, 93.806
304.829434, 93.802
305.165890, 93.797
305.502347, 93.792
305.838803, 93.787
306.175259, 93.783
306.511716, 93.778
306.848172, 93.773
307.184628, 93.769
307.521085, 93.764
307.857541, 93.759
308.193997, 93.755
308.530454, 93.750
308.866910, 93.745
309.203366, 93.741
309.539822, 93.736
309.876279, 93.731
310.212735, 93.727
310.549191, 93.722
310.885648, 93.717
311.222104, 93.713
311.558560, 93.708
311.895017, 93.703
312.231473, 93.699
312.567929, 93.694
312.904386, 93.690
313.240842, 93.685
313.577298, 93.680
313.913755, 93.676
314.250211, 93.671
314.586667, 93.667
314.923124, 93.662
315.259580, 93.658
315.596036, 93.653
315.932493, 93.649
316.268949, 93.644
316.605405, 93.640
316.941862, 93.635
317.278318, 93.630
317.614774, 93.626
317.951231, 93.621
318.287687, 93.617
318.624143, 93.612
318.960600, 93.608
319.297056, 93.603
319.633512, 93.599
319.969969, 93.594
320.306425, 93.590
320.642881, 93.586
320.979338, 93.581
321.315794, 93.577
321.652250, 93.572
321.988707, 93.568
322.325163, 93.563
322.661619, 93.559
322.998076, 93.554
323.334532, 93.550
323.670988, 93.546
324.007445, 93.541
324.343901, 93.537
324.680357, 93.532
325.016814, 93.528
325.353270, 93.524
325.689726, 93.519
326.026183, 93.515
326.362639, 93.510
326.699095, 93.506
327.035552, 93.502
327.372008, 93.497
327.708464, 93.493
328.044921, 93.488
328.381377, 93.484
328.717833, 93.480
329.054290, 93.475
329.390746, 93.471
329.727202, 93.467
330.063659, 93.462
330.400115, 93.458
330.736571, 93.453
331.073028, 93.449
331.409484, 93.445
331.745940, 93.440
332.082397, 93.436
332.418853, 93.431
332.755309, 93.427
333.091765, 93.423
333.428222, 93.418
333.764678, 93.414
334.101134, 93.410
334.437591, 93.405
334.774047, 93.401
335.110503, 93.396
335.446960, 93.392
335.783416, 93.388
336.119872, 93.383
336.456329, 93.379
336.792785, 93.375
337.129241, 93.370
337.465698, 93.366
337.802154, 93.362
338.138610, 93.357
338.475067, 93.353
338.811523, 93.349
339.147979, 93.344
339.484436, 93.340
339.820892, 93.336
340.157348, 93.331
340.493805, 93.327
340.830261, 93.323
341.166717, 93.318
341.503174, 93.314
341.839630, 93.310
342.176086, 93.306
342.512543, 93.301
342.848999, 93.297
343.185455, 93.293
343.521912, 93.289
343.858368, 93.285
344.194824, 93.280
344.531281, 93.276
344.867737, 93.272
345.204193, 93.268
345.540650, 93.264
345.877106, 93.260
346.213562, 93.256
346.550019, 93.251
346.886475, 93.247
347.222931, 93.243
347.559388, 93.239
347.895844, 93.235
348.232300, 93.231
348.568757, 93.227
348.905213, 93.223
349.241669, 93.219
349.578126, 93.215
349.914582, 93.211
350.251038, 93.207
350.587495, 93.203
350.923951, 93.199
351.260407, 93.195
351.596864, 93.191
351.933320, 93.187
352.269776, 93.183
352.606233, 93.179
352.942689, 93.175
353.279145, 93.171
353.615602, 93.167
353.952058, 93.163
354.288514, 93.159
354.624971, 93.155
354.961427, 93.151
355.297883, 93.147
355.634340, 93.144
355.970796, 93.140
356.307252, 93.136
356.643708, 93.132
356.980165, 93.128
357.316621, 93.124
357.653077, 93.120
357.989534, 93.117
358.325990, 93.113
358.662446, 93.109
358.998903, 93.105
359.335359, 93.101
359.671815, 93.097
360.008272, 93.094
360.344728, 93.090
360.681184, 93.086
361.017641, 93.082
361.354097, 93.078
361.690553, 93.075
362.027010, 93.071
362.363466, 93.067
362.699922, 93.063
363.036379, 93.059
363.372835, 93.056
363.709291, 93.052
364.045748, 93.048
364.382204, 93.044
364.718660, 93.041
365.055117, 93.037
365.391573, 93.033
365.728029, 93.029
366.064486, 93.026
366.400942, 93.022
366.737398, 93.018
367.073855, 93.014
367.410311, 93.011
367.746767, 93.007
368.083224, 93.003
368.419680, 92.999
368.756136, 92.996
369.092593, 92.992
369.429049, 92.988
369.765505, 92.985
370.101962, 92.981
370.438418, 92.977
370.774874, 92.973
371.111331, 92.970
371.447787, 92.966
371.784243, 92.962
372.120700, 92.959
372.457156, 92.955
372.793612, 92.951
373.130069, 92.947
373.466525, 92.944
373.802981, 92.940
374.139438, 92.936
374.475894, 92.933
374.812350, 92.929
375.148807, 92.925
375.485263, 92.922
375.821719, 92.918
376.158176, 92.914
376.494632, 92.910
376.831088, 92.907
377.167545, 92.903
377.504001, 92.899
377.840457, 92.896
378.176914, 92.892
378.513370, 92.888
378.849826, 92.885
379.186283, 92.881
379.522739, 92.877
379.859195, 92.874
380.195652, 92.870
380.532108, 92.866
380.868564, 92.863
381.205020, 92.859
381.541477, 92.855
381.877933, 92.852
382.214389, 92.848
382.550846, 92.844
382.887302, 92.841
383.223758, 92.837
