* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Dated: Jan 12, 2025 11:02:31 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Averaged data produced from the rms magnitudes of Left 16, Left 17, Left 18, Left 19, Left 20, Left 21, Left 22, Left 23, Left 24, Left 25, Left 26, Left 27, Left 28, Left 29, Left 30
* Measurement: Left Ear AVG
* Smoothing: 1/12 octave
* Frequency Step: 0.33645633 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
114.731608, 90.308
115.068065, 90.262
115.404521, 90.217
115.740977, 90.172
116.077434, 90.126
116.413890, 90.081
116.750346, 90.035
117.086803, 89.989
117.423259, 89.943
117.759715, 89.896
118.096171, 89.850
118.432628, 89.803
118.769084, 89.756
119.105540, 89.709
119.441997, 89.662
119.778453, 89.614
120.114909, 89.566
120.451366, 89.518
120.787822, 89.470
121.124278, 89.422
121.460735, 89.373
121.797191, 89.324
122.133647, 89.276
122.470104, 89.227
122.806560, 89.177
123.143016, 89.128
123.479473, 89.079
123.815929, 89.030
124.152385, 88.980
124.488842, 88.931
124.825298, 88.882
125.161754, 88.833
125.498211, 88.783
125.834667, 88.734
126.171123, 88.685
126.507580, 88.636
126.844036, 88.587
127.180492, 88.538
127.516949, 88.489
127.853405, 88.441
128.189861, 88.392
128.526318, 88.343
128.862774, 88.294
129.199230, 88.246
129.535687, 88.197
129.872143, 88.149
130.208599, 88.100
130.545056, 88.052
130.881512, 88.004
131.217968, 87.956
131.554425, 87.908
131.890881, 87.860
132.227337, 87.812
132.563794, 87.764
132.900250, 87.716
133.236706, 87.669
133.573163, 87.622
133.909619, 87.575
134.246075, 87.528
134.582532, 87.481
134.918988, 87.435
135.255444, 87.389
135.591901, 87.343
135.928357, 87.297
136.264813, 87.252
136.601270, 87.207
136.937726, 87.162
137.274182, 87.118
137.610639, 87.074
137.947095, 87.030
138.283551, 86.987
138.620008, 86.944
138.956464, 86.902
139.292920, 86.860
139.629377, 86.818
139.965833, 86.777
140.302289, 86.736
140.638746, 86.696
140.975202, 86.656
141.311658, 86.617
141.648115, 86.578
141.984571, 86.540
142.321027, 86.502
142.657483, 86.464
142.993940, 86.428
143.330396, 86.391
143.666852, 86.356
144.003309, 86.321
144.339765, 86.286
144.676221, 86.252
145.012678, 86.218
145.349134, 86.185
145.685590, 86.153
146.022047, 86.121
146.358503, 86.090
146.694959, 86.059
147.031416, 86.029
147.367872, 86.000
147.704328, 85.971
148.040785, 85.943
148.377241, 85.916
148.713697, 85.889
149.050154, 85.863
149.386610, 85.837
149.723066, 85.812
150.059523, 85.788
150.395979, 85.765
150.732435, 85.742
151.068892, 85.719
151.405348, 85.698
151.741804, 85.677
152.078261, 85.656
152.414717, 85.637
152.751173, 85.617
153.087630, 85.599
153.424086, 85.581
153.760542, 85.564
154.096999, 85.547
154.433455, 85.531
154.769911, 85.516
155.106368, 85.502
155.442824, 85.488
155.779280, 85.474
156.115737, 85.462
156.452193, 85.450
156.788649, 85.439
157.125106, 85.428
157.461562, 85.418
157.798018, 85.408
158.134475, 85.400
158.470931, 85.391
158.807387, 85.384
159.143844, 85.377
159.480300, 85.371
159.816756, 85.365
160.153213, 85.360
160.489669, 85.355
160.826125, 85.351
161.162582, 85.348
161.499038, 85.345
161.835494, 85.342
162.171951, 85.341
162.508407, 85.339
162.844863, 85.338
163.181320, 85.338
163.517776, 85.338
163.854232, 85.339
164.190689, 85.340
164.527145, 85.342
164.863601, 85.344
165.200058, 85.346
165.536514, 85.349
165.872970, 85.353
166.209426, 85.356
166.545883, 85.361
166.882339, 85.365
167.218795, 85.370
167.555252, 85.375
167.891708, 85.381
168.228164, 85.387
168.564621, 85.393
168.901077, 85.400
169.237533, 85.407
169.573990, 85.414
169.910446, 85.422
170.246902, 85.430
170.583359, 85.438
170.919815, 85.446
171.256271, 85.455
171.592728, 85.464
171.929184, 85.473
172.265640, 85.483
172.602097, 85.493
172.938553, 85.503
173.275009, 85.513
173.611466, 85.524
173.947922, 85.535
174.284378, 85.546
174.620835, 85.557
174.957291, 85.568
175.293747, 85.580
175.630204, 85.592
175.966660, 85.604
176.303116, 85.616
176.639573, 85.629
176.976029, 85.641
177.312485, 85.654
177.648942, 85.667
177.985398, 85.680
178.321854, 85.693
178.658311, 85.706
178.994767, 85.720
179.331223, 85.733
179.667680, 85.747
180.004136, 85.760
180.340592, 85.774
180.677049, 85.788
181.013505, 85.802
181.349961, 85.816
181.686418, 85.829
182.022874, 85.843
182.359330, 85.857
182.695787, 85.872
183.032243, 85.886
183.368699, 85.900
183.705156, 85.914
184.041612, 85.928
184.378068, 85.942
184.714525, 85.956
185.050981, 85.971
185.387437, 85.985
185.723894, 85.999
186.060350, 86.013
186.396806, 86.028
186.733263, 86.042
187.069719, 86.056
187.406175, 86.070
187.742632, 86.084
188.079088, 86.098
188.415544, 86.113
188.752001, 86.127
189.088457, 86.141
189.424913, 86.155
189.761369, 86.169
190.097826, 86.183
190.434282, 86.197
190.770738, 86.210
191.107195, 86.224
191.443651, 86.238
191.780107, 86.252
192.116564, 86.265
192.453020, 86.279
192.789476, 86.293
193.125933, 86.306
193.462389, 86.320
193.798845, 86.333
194.135302, 86.346
194.471758, 86.360
194.808214, 86.373
195.144671, 86.386
195.481127, 86.399
195.817583, 86.412
196.154040, 86.425
196.490496, 86.438
196.826952, 86.451
197.163409, 86.464
197.499865, 86.476
197.836321, 86.489
198.172778, 86.501
198.509234, 86.514
198.845690, 86.526
199.182147, 86.538
199.518603, 86.551
199.855059, 86.563
200.191516, 86.575
200.527972, 86.586
200.864428, 86.598
201.200885, 86.610
201.537341, 86.621
201.873797, 86.633
202.210254, 86.644
202.546710, 86.655
202.883166, 86.667
203.219623, 86.678
203.556079, 86.689
203.892535, 86.699
204.228992, 86.710
204.565448, 86.721
204.901904, 86.731
205.238361, 86.742
205.574817, 86.752
205.911273, 86.762
206.247730, 86.772
206.584186, 86.782
206.920642, 86.792
207.257099, 86.802
207.593555, 86.812
207.930011, 86.822
208.266468, 86.831
208.602924, 86.841
208.939380, 86.850
209.275837, 86.859
209.612293, 86.868
209.948749, 86.877
210.285206, 86.886
210.621662, 86.895
210.958118, 86.904
211.294575, 86.912
211.631031, 86.921
211.967487, 86.930
212.303944, 86.938
212.640400, 86.946
212.976856, 86.954
213.313313, 86.962
213.649769, 86.970
213.986225, 86.978
214.322681, 86.986
214.659138, 86.994
214.995594, 87.002
215.332050, 87.009
215.668507, 87.016
216.004963, 87.024
216.341419, 87.031
216.677876, 87.038
217.014332, 87.045
217.350788, 87.052
217.687245, 87.059
218.023701, 87.066
