* Measurement data measured by REW V5.40 beta 55
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Dated: Jan 12, 2025 9:10:30 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12, Jan 12
* Measurement: right ear
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz), SPL(dB)
222.656250, 82.989
223.022461, 82.989
223.388672, 82.990
223.754883, 82.991
224.121094, 82.991
224.487305, 82.992
224.853516, 82.992
225.219727, 82.992
225.585938, 82.992
225.952148, 82.992
226.318359, 82.992
226.684570, 82.991
227.050781, 82.991
227.416992, 82.990
227.783203, 82.990
228.149414, 82.989
228.515625, 82.988
228.881836, 82.987
229.248047, 82.986
229.614258, 82.985
229.980469, 82.984
230.346680, 82.983
230.712891, 82.981
231.079102, 82.980
231.445312, 82.978
231.811523, 82.977
232.177734, 82.975
232.543945, 82.973
232.910156, 82.972
233.276367, 82.970
233.642578, 82.968
234.008789, 82.966
234.375000, 82.964
234.741211, 82.962
235.107422, 82.960
235.473633, 82.958
235.839844, 82.956
236.206055, 82.954
236.572266, 82.952
236.938477, 82.949
237.304688, 82.947
237.670898, 82.945
238.037109, 82.942
238.403320, 82.940
238.769531, 82.937
239.135742, 82.935
239.501953, 82.932
239.868164, 82.929
240.234375, 82.927
240.600586, 82.924
240.966797, 82.921
241.333008, 82.918
241.699219, 82.915
242.065430, 82.913
242.431641, 82.910
242.797852, 82.907
243.164062, 82.904
243.530273, 82.901
243.896484, 82.898
244.262695, 82.895
244.628906, 82.893
244.995117, 82.890
245.361328, 82.887
245.727539, 82.884
246.093750, 82.881
246.459961, 82.879
246.826172, 82.876
247.192383, 82.873
247.558594, 82.871
247.924805, 82.868
248.291016, 82.866
248.657227, 82.863
249.023438, 82.861
249.389648, 82.858
249.755859, 82.856
250.122070, 82.853
250.488281, 82.851
250.854492, 82.848
251.220703, 82.846
251.586914, 82.843
251.953125, 82.841
252.319336, 82.838
252.685547, 82.836
253.051758, 82.834
253.417969, 82.831
253.784180, 82.829
254.150391, 82.826
254.516602, 82.824
254.882812, 82.821
255.249023, 82.819
255.615234, 82.816
255.981445, 82.814
256.347656, 82.811
256.713867, 82.809
257.080078, 82.806
257.446289, 82.804
257.812500, 82.801
258.178711, 82.799
258.544922, 82.796
258.911133, 82.794
259.277344, 82.791
259.643555, 82.789
260.009766, 82.786
260.375977, 82.784
260.742188, 82.781
261.108398, 82.779
261.474609, 82.776
261.840820, 82.774
262.207031, 82.771
262.573242, 82.769
262.939453, 82.766
263.305664, 82.764
263.671875, 82.761
264.038086, 82.759
264.404297, 82.756
264.770508, 82.754
265.136719, 82.752
265.502930, 82.749
265.869141, 82.747
266.235352, 82.744
266.601562, 82.742
266.967773, 82.740
267.333984, 82.737
267.700195, 82.735
268.066406, 82.733
268.432617, 82.730
268.798828, 82.728
269.165039, 82.726
269.531250, 82.723
269.897461, 82.721
270.263672, 82.719
270.629883, 82.717
270.996094, 82.714
271.362305, 82.712
271.728516, 82.710
272.094727, 82.708
272.460938, 82.705
272.827148, 82.703
273.193359, 82.701
273.559570, 82.699
273.925781, 82.697
274.291992, 82.695
274.658203, 82.692
275.024414, 82.690
275.390625, 82.688
275.756836, 82.686
276.123047, 82.684
276.489258, 82.682
276.855469, 82.680
277.221680, 82.678
277.587891, 82.676
277.954102, 82.674
278.320312, 82.672
278.686523, 82.670
279.052734, 82.668
279.418945, 82.666
279.785156, 82.664
280.151367, 82.662
280.517578, 82.660
280.883789, 82.658
281.250000, 82.656
281.616211, 82.654
281.982422, 82.652
282.348633, 82.650
282.714844, 82.648
283.081055, 82.646
283.447266, 82.644
283.813477, 82.642
284.179688, 82.640
284.545898, 82.638
284.912109, 82.636
285.278320, 82.634
285.644531, 82.632
286.010742, 82.630
286.376953, 82.628
286.743164, 82.626
287.109375, 82.623
287.475586, 82.621
287.841797, 82.619
288.208008, 82.617
288.574219, 82.615
288.940430, 82.613
289.306641, 82.611
289.672852, 82.609
290.039062, 82.607
290.405273, 82.604
290.771484, 82.602
291.137695, 82.600
291.503906, 82.598
291.870117, 82.596
292.236328, 82.594
292.602539, 82.592
292.968750, 82.590
293.334961, 82.587
293.701172, 82.585
294.067383, 82.583
294.433594, 82.581
294.799805, 82.579
295.166016, 82.577
295.532227, 82.575
295.898438, 82.573
296.264648, 82.571
296.630859, 82.569
296.997070, 82.567
297.363281, 82.565
